,path,emotion
674,speech_emotion/data/training\Actor_26\26_01_01_01_hall_sad.wav,sad
675,speech_emotion/data/training\Actor_26\26_01_01_01_hash_sad.wav,sad
676,speech_emotion/data/training\Actor_26\26_01_01_01_hate_sad.wav,sad
677,speech_emotion/data/training\Actor_26\26_01_01_01_have_sad.wav,sad
678,speech_emotion/data/training\Actor_26\26_01_01_01_haze_sad.wav,sad
679,speech_emotion/data/training\Actor_26\26_01_01_01_hire_sad.wav,sad
680,speech_emotion/data/training\Actor_26\26_01_01_01_hit_sad.wav,sad
681,speech_emotion/data/training\Actor_26\26_01_01_01_hole_sad.wav,sad
682,speech_emotion/data/training\Actor_26\26_01_01_01_home_sad.wav,sad
683,speech_emotion/data/training\Actor_26\26_01_01_01_hurl_sad.wav,sad
684,speech_emotion/data/training\Actor_26\26_01_01_01_hush_sad.wav,sad
685,speech_emotion/data/training\Actor_26\26_01_01_01_jail_sad.wav,sad
686,speech_emotion/data/training\Actor_26\26_01_01_01_jar_sad.wav,sad
687,speech_emotion/data/training\Actor_26\26_01_01_01_join_sad.wav,sad
688,speech_emotion/data/training\Actor_26\26_01_01_01_judge_sad.wav,sad
689,speech_emotion/data/training\Actor_26\26_01_01_01_jug_sad.wav,sad
690,speech_emotion/data/training\Actor_26\26_01_01_01_juice_sad.wav,sad
691,speech_emotion/data/training\Actor_26\26_01_01_01_keen_sad.wav,sad
692,speech_emotion/data/training\Actor_26\26_01_01_01_keep_sad.wav,sad
693,speech_emotion/data/training\Actor_26\26_01_01_01_keg_sad.wav,sad
694,speech_emotion/data/training\Actor_26\26_01_01_01_kick_sad.wav,sad
695,speech_emotion/data/training\Actor_26\26_01_01_01_kill_sad.wav,sad
696,speech_emotion/data/training\Actor_26\26_01_01_01_king_sad.wav,sad
697,speech_emotion/data/training\Actor_26\26_01_01_01_kite_sad.wav,sad
698,speech_emotion/data/training\Actor_26\26_01_01_01_knock_sad.wav,sad
699,speech_emotion/data/training\Actor_26\26_01_01_01_late_sad.wav,sad
700,speech_emotion/data/training\Actor_26\26_01_01_01_laud_sad.wav,sad
701,speech_emotion/data/training\Actor_26\26_01_01_01_lean_sad.wav,sad
702,speech_emotion/data/training\Actor_26\26_01_01_01_learn_sad.wav,sad
703,speech_emotion/data/training\Actor_26\26_01_01_01_lease_sad.wav,sad
704,speech_emotion/data/training\Actor_26\26_01_01_01_lid_sad.wav,sad
705,speech_emotion/data/training\Actor_26\26_01_01_01_life_sad.wav,sad
706,speech_emotion/data/training\Actor_26\26_01_01_01_limb_sad.wav,sad
707,speech_emotion/data/training\Actor_26\26_01_01_01_live_sad.wav,sad
708,speech_emotion/data/training\Actor_26\26_01_01_01_loaf_sad.wav,sad
709,speech_emotion/data/training\Actor_26\26_01_01_01_long_sad.wav,sad
710,speech_emotion/data/training\Actor_26\26_01_01_01_lore_sad.wav,sad
711,speech_emotion/data/training\Actor_26\26_01_01_01_lose_sad.wav,sad
712,speech_emotion/data/training\Actor_26\26_01_01_01_lot_sad.wav,sad
713,speech_emotion/data/training\Actor_26\26_01_01_01_love_sad.wav,sad
714,speech_emotion/data/training\Actor_26\26_01_01_01_luck_sad.wav,sad
715,speech_emotion/data/training\Actor_26\26_01_01_01_make_sad.wav,sad
716,speech_emotion/data/training\Actor_26\26_01_01_01_match_sad.wav,sad
717,speech_emotion/data/training\Actor_26\26_01_01_01_merge_sad.wav,sad
718,speech_emotion/data/training\Actor_26\26_01_01_01_mess_sad.wav,sad
719,speech_emotion/data/training\Actor_26\26_01_01_01_met_sad.wav,sad
720,speech_emotion/data/training\Actor_26\26_01_01_01_mill_sad.wav,sad
721,speech_emotion/data/training\Actor_26\26_01_01_01_mob_sad.wav,sad
722,speech_emotion/data/training\Actor_26\26_01_01_01_mode_sad.wav,sad
723,speech_emotion/data/training\Actor_26\26_01_01_01_mood_sad.wav,sad
724,speech_emotion/data/training\Actor_26\26_01_01_01_moon_sad.wav,sad
725,speech_emotion/data/training\Actor_26\26_01_01_01_mop_sad.wav,sad
726,speech_emotion/data/training\Actor_26\26_01_01_01_mouse_sad.wav,sad
727,speech_emotion/data/training\Actor_26\26_01_01_01_nag_sad.wav,sad
728,speech_emotion/data/training\Actor_26\26_01_01_01_name_sad.wav,sad
729,speech_emotion/data/training\Actor_26\26_01_01_01_near_sad.wav,sad
730,speech_emotion/data/training\Actor_26\26_01_01_01_neat_sad.wav,sad
731,speech_emotion/data/training\Actor_26\26_01_01_01_nice_sad.wav,sad
732,speech_emotion/data/training\Actor_26\26_01_01_01_note_sad.wav,sad
733,speech_emotion/data/training\Actor_26\26_01_01_01_numb_sad.wav,sad
734,speech_emotion/data/training\Actor_26\26_01_01_01_pad_sad.wav,sad
735,speech_emotion/data/training\Actor_26\26_01_01_01_page_sad.wav,sad
736,speech_emotion/data/training\Actor_26\26_01_01_01_pain_sad.wav,sad
737,speech_emotion/data/training\Actor_26\26_01_01_01_pass_sad.wav,sad
738,speech_emotion/data/training\Actor_26\26_01_01_01_pearl_sad.wav,sad
739,speech_emotion/data/training\Actor_26\26_01_01_01_peg_sad.wav,sad
740,speech_emotion/data/training\Actor_26\26_01_01_01_perch_sad.wav,sad
741,speech_emotion/data/training\Actor_26\26_01_01_01_phone_sad.wav,sad
742,speech_emotion/data/training\Actor_26\26_01_01_01_pick_sad.wav,sad
743,speech_emotion/data/training\Actor_26\26_01_01_01_pike_sad.wav,sad
744,speech_emotion/data/training\Actor_26\26_01_01_01_pole_sad.wav,sad
745,speech_emotion/data/training\Actor_26\26_01_01_01_pool_sad.wav,sad
746,speech_emotion/data/training\Actor_26\26_01_01_01_puff_sad.wav,sad
747,speech_emotion/data/training\Actor_26\26_01_01_01_rag_sad.wav,sad
748,speech_emotion/data/training\Actor_26\26_01_01_01_raid_sad.wav,sad
749,speech_emotion/data/training\Actor_26\26_01_01_01_rain_sad.wav,sad
750,speech_emotion/data/training\Actor_26\26_01_01_01_raise_sad.wav,sad
751,speech_emotion/data/training\Actor_26\26_01_01_01_rat_sad.wav,sad
752,speech_emotion/data/training\Actor_26\26_01_01_01_reach_sad.wav,sad
753,speech_emotion/data/training\Actor_26\26_01_01_01_read_sad.wav,sad
754,speech_emotion/data/training\Actor_26\26_01_01_01_red_sad.wav,sad
755,speech_emotion/data/training\Actor_26\26_01_01_01_ring_sad.wav,sad
756,speech_emotion/data/training\Actor_26\26_01_01_01_ripe_sad.wav,sad
757,speech_emotion/data/training\Actor_26\26_01_01_01_road_sad.wav,sad
758,speech_emotion/data/training\Actor_26\26_01_01_01_room_sad.wav,sad
759,speech_emotion/data/training\Actor_26\26_01_01_01_rose_sad.wav,sad
760,speech_emotion/data/training\Actor_26\26_01_01_01_rot_sad.wav,sad
761,speech_emotion/data/training\Actor_26\26_01_01_01_rough_sad.wav,sad
762,speech_emotion/data/training\Actor_26\26_01_01_01_rush_sad.wav,sad
763,speech_emotion/data/training\Actor_26\26_01_01_01_said_sad.wav,sad
764,speech_emotion/data/training\Actor_26\26_01_01_01_sail_sad.wav,sad
765,speech_emotion/data/training\Actor_26\26_01_01_01_search_sad.wav,sad
766,speech_emotion/data/training\Actor_26\26_01_01_01_seize_sad.wav,sad
767,speech_emotion/data/training\Actor_26\26_01_01_01_sell_sad.wav,sad
768,speech_emotion/data/training\Actor_26\26_01_01_01_shack_sad.wav,sad
769,speech_emotion/data/training\Actor_26\26_01_01_01_shall_sad.wav,sad
770,speech_emotion/data/training\Actor_26\26_01_01_01_shawl_sad.wav,sad
771,speech_emotion/data/training\Actor_26\26_01_01_01_sheep_sad.wav,sad
772,speech_emotion/data/training\Actor_26\26_01_01_01_shirt_sad.wav,sad
773,speech_emotion/data/training\Actor_26\26_01_01_01_should_sad.wav,sad
774,speech_emotion/data/training\Actor_26\26_01_01_01_shout_sad.wav,sad
775,speech_emotion/data/training\Actor_26\26_01_01_01_size_sad.wav,sad
776,speech_emotion/data/training\Actor_26\26_01_01_01_soap_sad.wav,sad
777,speech_emotion/data/training\Actor_26\26_01_01_01_soup_sad.wav,sad
778,speech_emotion/data/training\Actor_26\26_01_01_01_sour_sad.wav,sad
779,speech_emotion/data/training\Actor_26\26_01_01_01_south_sad.wav,sad
780,speech_emotion/data/training\Actor_26\26_01_01_01_sub_sad.wav,sad
781,speech_emotion/data/training\Actor_26\26_01_01_01_such_sad.wav,sad
782,speech_emotion/data/training\Actor_26\26_01_01_01_sure_sad.wav,sad
783,speech_emotion/data/training\Actor_26\26_01_01_01_take_sad.wav,sad
784,speech_emotion/data/training\Actor_26\26_01_01_01_talk_sad.wav,sad
785,speech_emotion/data/training\Actor_26\26_01_01_01_tape_sad.wav,sad
786,speech_emotion/data/training\Actor_26\26_01_01_01_time_sad.wav,sad
787,speech_emotion/data/training\Actor_26\26_01_01_01_tip_sad.wav,sad
788,speech_emotion/data/training\Actor_26\26_01_01_01_tire_sad.wav,sad
789,speech_emotion/data/training\Actor_26\26_01_01_01_ton_sad.wav,sad
790,speech_emotion/data/training\Actor_26\26_01_01_01_tool_sad.wav,sad
791,speech_emotion/data/training\Actor_26\26_01_01_01_tough_sad.wav,sad
792,speech_emotion/data/training\Actor_26\26_01_01_01_turn_sad.wav,sad
793,speech_emotion/data/training\Actor_26\26_01_01_01_vine_sad.wav,sad
794,speech_emotion/data/training\Actor_26\26_01_01_01_voice_sad.wav,sad
795,speech_emotion/data/training\Actor_26\26_01_01_01_void_sad.wav,sad
796,speech_emotion/data/training\Actor_26\26_01_01_01_vote_sad.wav,sad
797,speech_emotion/data/training\Actor_26\26_01_01_01_wag_sad.wav,sad
798,speech_emotion/data/training\Actor_26\26_01_01_01_walk_sad.wav,sad
799,speech_emotion/data/training\Actor_26\26_01_01_01_wash_sad.wav,sad
800,speech_emotion/data/training\Actor_26\26_01_01_01_week_sad.wav,sad
801,speech_emotion/data/training\Actor_26\26_01_01_01_wheat_sad.wav,sad
802,speech_emotion/data/training\Actor_26\26_01_01_01_when_sad.wav,sad
803,speech_emotion/data/training\Actor_26\26_01_01_01_which_sad.wav,sad
804,speech_emotion/data/training\Actor_26\26_01_01_01_whip_sad.wav,sad
805,speech_emotion/data/training\Actor_26\26_01_01_01_white_sad.wav,sad
806,speech_emotion/data/training\Actor_26\26_01_01_01_wife_sad.wav,sad
807,speech_emotion/data/training\Actor_26\26_01_01_01_wire_sad.wav,sad
808,speech_emotion/data/training\Actor_26\26_01_01_01_witch_sad.wav,sad
809,speech_emotion/data/training\Actor_26\26_01_01_01_yearn_sad.wav,sad
810,speech_emotion/data/training\Actor_26\26_01_01_01_yes_sad.wav,sad
811,speech_emotion/data/training\Actor_26\26_01_01_01_young_sad.wav,sad
812,speech_emotion/data/training\Actor_26\26_01_01_01_youth_sad.wav,sad
813,speech_emotion/data/training\Actor_01\01_01_01_01_dogs-sitting_neutral.wav,neutral
814,speech_emotion/data/training\Actor_01\01_01_01_01_kids-talking_neutral.wav,neutral
815,speech_emotion/data/training\Actor_01\01_01_01_02_dogs-sitting_neutral.wav,neutral
816,speech_emotion/data/training\Actor_01\01_01_01_02_kids-talking_neutral.wav,neutral
817,speech_emotion/data/training\Actor_01\01_02_01_01_dogs-sitting_neutral.wav,neutral
818,speech_emotion/data/training\Actor_01\01_02_01_01_kids-talking_neutral.wav,neutral
819,speech_emotion/data/training\Actor_01\01_02_01_02_dogs-sitting_neutral.wav,neutral
820,speech_emotion/data/training\Actor_01\01_02_01_02_kids-talking_neutral.wav,neutral
821,speech_emotion/data/training\Actor_01\03-02-01-01-01-01-01_neutral.wav,neutral
822,speech_emotion/data/training\Actor_01\03-02-01-01-01-02-01_neutral.wav,neutral
823,speech_emotion/data/training\Actor_01\03-02-01-01-02-01-01_neutral.wav,neutral
824,speech_emotion/data/training\Actor_01\03-02-01-01-02-02-01_neutral.wav,neutral
825,speech_emotion/data/training\Actor_02\02_01_01_01_dogs-sitting_neutral.wav,neutral
826,speech_emotion/data/training\Actor_02\02_01_01_01_kids-talking_neutral.wav,neutral
827,speech_emotion/data/training\Actor_02\02_01_01_02_dogs-sitting_neutral.wav,neutral
828,speech_emotion/data/training\Actor_02\02_01_01_02_kids-talking_neutral.wav,neutral
829,speech_emotion/data/training\Actor_02\02_02_01_01_dogs-sitting_neutral.wav,neutral
830,speech_emotion/data/training\Actor_02\02_02_01_01_kids-talking_neutral.wav,neutral
831,speech_emotion/data/training\Actor_02\02_02_01_02_dogs-sitting_neutral.wav,neutral
832,speech_emotion/data/training\Actor_02\02_02_01_02_kids-talking_neutral.wav,neutral
833,speech_emotion/data/training\Actor_02\03-02-01-01-01-01-02_neutral.wav,neutral
834,speech_emotion/data/training\Actor_02\03-02-01-01-01-02-02_neutral.wav,neutral
835,speech_emotion/data/training\Actor_02\03-02-01-01-02-01-02_neutral.wav,neutral
836,speech_emotion/data/training\Actor_02\03-02-01-01-02-02-02_neutral.wav,neutral
837,speech_emotion/data/training\Actor_03\03-02-01-01-01-01-03_neutral.wav,neutral
838,speech_emotion/data/training\Actor_03\03-02-01-01-01-02-03_neutral.wav,neutral
839,speech_emotion/data/training\Actor_03\03-02-01-01-02-01-03_neutral.wav,neutral
840,speech_emotion/data/training\Actor_03\03-02-01-01-02-02-03_neutral.wav,neutral
841,speech_emotion/data/training\Actor_03\03_01_01_01_dogs-sitting_neutral.wav,neutral
842,speech_emotion/data/training\Actor_03\03_01_01_01_kids-talking_neutral.wav,neutral
843,speech_emotion/data/training\Actor_03\03_01_01_02_dogs-sitting_neutral.wav,neutral
844,speech_emotion/data/training\Actor_03\03_01_01_02_kids-talking_neutral.wav,neutral
845,speech_emotion/data/training\Actor_03\03_02_01_01_dogs-sitting_neutral.wav,neutral
846,speech_emotion/data/training\Actor_03\03_02_01_01_kids-talking_neutral.wav,neutral
847,speech_emotion/data/training\Actor_03\03_02_01_02_dogs-sitting_neutral.wav,neutral
848,speech_emotion/data/training\Actor_03\03_02_01_02_kids-talking_neutral.wav,neutral
849,speech_emotion/data/training\Actor_04\03-02-01-01-01-01-04_neutral.wav,neutral
850,speech_emotion/data/training\Actor_04\03-02-01-01-01-02-04_neutral.wav,neutral
851,speech_emotion/data/training\Actor_04\03-02-01-01-02-01-04_neutral.wav,neutral
852,speech_emotion/data/training\Actor_04\03-02-01-01-02-02-04_neutral.wav,neutral
853,speech_emotion/data/training\Actor_04\04_01_01_01_dogs-sitting_neutral.wav,neutral
854,speech_emotion/data/training\Actor_04\04_01_01_01_kids-talking_neutral.wav,neutral
855,speech_emotion/data/training\Actor_04\04_01_01_02_dogs-sitting_neutral.wav,neutral
856,speech_emotion/data/training\Actor_04\04_01_01_02_kids-talking_neutral.wav,neutral
857,speech_emotion/data/training\Actor_04\04_02_01_01_dogs-sitting_neutral.wav,neutral
858,speech_emotion/data/training\Actor_04\04_02_01_01_kids-talking_neutral.wav,neutral
859,speech_emotion/data/training\Actor_04\04_02_01_02_dogs-sitting_neutral.wav,neutral
860,speech_emotion/data/training\Actor_04\04_02_01_02_kids-talking_neutral.wav,neutral
861,speech_emotion/data/training\Actor_05\03-02-01-01-01-01-05_neutral.wav,neutral
862,speech_emotion/data/training\Actor_05\03-02-01-01-01-02-05_neutral.wav,neutral
863,speech_emotion/data/training\Actor_05\03-02-01-01-02-01-05_neutral.wav,neutral
864,speech_emotion/data/training\Actor_05\03-02-01-01-02-02-05_neutral.wav,neutral
865,speech_emotion/data/training\Actor_05\05_01_01_01_dogs-sitting_neutral.wav,neutral
866,speech_emotion/data/training\Actor_05\05_01_01_01_kids-talking_neutral.wav,neutral
867,speech_emotion/data/training\Actor_05\05_01_01_02_dogs-sitting_neutral.wav,neutral
868,speech_emotion/data/training\Actor_05\05_01_01_02_kids-talking_neutral.wav,neutral
869,speech_emotion/data/training\Actor_05\05_02_01_01_dogs-sitting_neutral.wav,neutral
870,speech_emotion/data/training\Actor_05\05_02_01_01_kids-talking_neutral.wav,neutral
871,speech_emotion/data/training\Actor_05\05_02_01_02_dogs-sitting_neutral.wav,neutral
872,speech_emotion/data/training\Actor_05\05_02_01_02_kids-talking_neutral.wav,neutral
873,speech_emotion/data/training\Actor_06\03-02-01-01-01-01-06_neutral.wav,neutral
874,speech_emotion/data/training\Actor_06\03-02-01-01-01-02-06_neutral.wav,neutral
875,speech_emotion/data/training\Actor_06\03-02-01-01-02-01-06_neutral.wav,neutral
876,speech_emotion/data/training\Actor_06\03-02-01-01-02-02-06_neutral.wav,neutral
877,speech_emotion/data/training\Actor_06\06_01_01_01_dogs-sitting_neutral.wav,neutral
878,speech_emotion/data/training\Actor_06\06_01_01_01_kids-talking_neutral.wav,neutral
879,speech_emotion/data/training\Actor_06\06_01_01_02_dogs-sitting_neutral.wav,neutral
880,speech_emotion/data/training\Actor_06\06_01_01_02_kids-talking_neutral.wav,neutral
881,speech_emotion/data/training\Actor_06\06_02_01_01_dogs-sitting_neutral.wav,neutral
882,speech_emotion/data/training\Actor_06\06_02_01_01_kids-talking_neutral.wav,neutral
883,speech_emotion/data/training\Actor_06\06_02_01_02_dogs-sitting_neutral.wav,neutral
884,speech_emotion/data/training\Actor_06\06_02_01_02_kids-talking_neutral.wav,neutral
885,speech_emotion/data/training\Actor_07\07_01_01_01_dogs-sitting_neutral.wav,neutral
886,speech_emotion/data/training\Actor_07\07_01_01_01_kids-talking_neutral.wav,neutral
887,speech_emotion/data/training\Actor_07\07_01_01_02_dogs-sitting_neutral.wav,neutral
888,speech_emotion/data/training\Actor_07\07_01_01_02_kids-talking_neutral.wav,neutral
889,speech_emotion/data/training\Actor_07\07_02_01_01_dogs-sitting_neutral.wav,neutral
890,speech_emotion/data/training\Actor_07\07_02_01_01_kids-talking_neutral.wav,neutral
891,speech_emotion/data/training\Actor_07\07_02_01_02_dogs-sitting_neutral.wav,neutral
892,speech_emotion/data/training\Actor_07\07_02_01_02_kids-talking_neutral.wav,neutral
893,speech_emotion/data/training\Actor_08\08_01_01_01_dogs-sitting_neutral.wav,neutral
894,speech_emotion/data/training\Actor_08\08_01_01_01_kids-talking_neutral.wav,neutral
895,speech_emotion/data/training\Actor_08\08_01_01_02_dogs-sitting_neutral.wav,neutral
896,speech_emotion/data/training\Actor_08\08_01_01_02_kids-talking_neutral.wav,neutral
897,speech_emotion/data/training\Actor_08\08_02_01_01_dogs-sitting_neutral.wav,neutral
898,speech_emotion/data/training\Actor_08\08_02_01_01_kids-talking_neutral.wav,neutral
899,speech_emotion/data/training\Actor_08\08_02_01_02_dogs-sitting_neutral.wav,neutral
900,speech_emotion/data/training\Actor_08\08_02_01_02_kids-talking_neutral.wav,neutral
901,speech_emotion/data/training\Actor_09\09_01_01_01_dogs-sitting_neutral.wav,neutral
902,speech_emotion/data/training\Actor_09\09_01_01_01_kids-talking_neutral.wav,neutral
903,speech_emotion/data/training\Actor_09\09_01_01_02_dogs-sitting_neutral.wav,neutral
904,speech_emotion/data/training\Actor_09\09_01_01_02_kids-talking_neutral.wav,neutral
905,speech_emotion/data/training\Actor_09\09_02_01_01_dogs-sitting_neutral.wav,neutral
906,speech_emotion/data/training\Actor_09\09_02_01_01_kids-talking_neutral.wav,neutral
907,speech_emotion/data/training\Actor_09\09_02_01_02_dogs-sitting_neutral.wav,neutral
908,speech_emotion/data/training\Actor_09\09_02_01_02_kids-talking_neutral.wav,neutral
909,speech_emotion/data/training\Actor_10\10_01_01_01_dogs-sitting_neutral.wav,neutral
910,speech_emotion/data/training\Actor_10\10_01_01_01_kids-talking_neutral.wav,neutral
911,speech_emotion/data/training\Actor_10\10_01_01_02_dogs-sitting_neutral.wav,neutral
912,speech_emotion/data/training\Actor_10\10_01_01_02_kids-talking_neutral.wav,neutral
913,speech_emotion/data/training\Actor_10\10_02_01_01_dogs-sitting_neutral.wav,neutral
914,speech_emotion/data/training\Actor_10\10_02_01_01_kids-talking_neutral.wav,neutral
915,speech_emotion/data/training\Actor_10\10_02_01_02_dogs-sitting_neutral.wav,neutral
916,speech_emotion/data/training\Actor_10\10_02_01_02_kids-talking_neutral.wav,neutral
917,speech_emotion/data/training\Actor_11\03-02-01-01-01-01-11_neutral.wav,neutral
918,speech_emotion/data/training\Actor_11\03-02-01-01-01-02-11_neutral.wav,neutral
919,speech_emotion/data/training\Actor_11\03-02-01-01-02-01-11_neutral.wav,neutral
920,speech_emotion/data/training\Actor_11\03-02-01-01-02-02-11_neutral.wav,neutral
921,speech_emotion/data/training\Actor_11\11_01_01_01_dogs-sitting_neutral.wav,neutral
922,speech_emotion/data/training\Actor_11\11_01_01_01_kids-talking_neutral.wav,neutral
923,speech_emotion/data/training\Actor_11\11_01_01_02_dogs-sitting_neutral.wav,neutral
924,speech_emotion/data/training\Actor_11\11_01_01_02_kids-talking_neutral.wav,neutral
925,speech_emotion/data/training\Actor_11\11_02_01_01_dogs-sitting_neutral.wav,neutral
926,speech_emotion/data/training\Actor_11\11_02_01_01_kids-talking_neutral.wav,neutral
927,speech_emotion/data/training\Actor_11\11_02_01_02_dogs-sitting_neutral.wav,neutral
928,speech_emotion/data/training\Actor_11\11_02_01_02_kids-talking_neutral.wav,neutral
929,speech_emotion/data/training\Actor_12\03-02-01-01-01-01-12_neutral.wav,neutral
930,speech_emotion/data/training\Actor_12\03-02-01-01-01-02-12_neutral.wav,neutral
931,speech_emotion/data/training\Actor_12\03-02-01-01-02-01-12_neutral.wav,neutral
932,speech_emotion/data/training\Actor_12\03-02-01-01-02-02-12_neutral.wav,neutral
933,speech_emotion/data/training\Actor_12\12_01_01_01_dogs-sitting_neutral.wav,neutral
934,speech_emotion/data/training\Actor_12\12_01_01_01_kids-talking_neutral.wav,neutral
935,speech_emotion/data/training\Actor_12\12_01_01_02_dogs-sitting_neutral.wav,neutral
936,speech_emotion/data/training\Actor_12\12_01_01_02_kids-talking_neutral.wav,neutral
937,speech_emotion/data/training\Actor_12\12_02_01_01_dogs-sitting_neutral.wav,neutral
938,speech_emotion/data/training\Actor_12\12_02_01_01_kids-talking_neutral.wav,neutral
939,speech_emotion/data/training\Actor_12\12_02_01_02_dogs-sitting_neutral.wav,neutral
940,speech_emotion/data/training\Actor_12\12_02_01_02_kids-talking_neutral.wav,neutral
941,speech_emotion/data/training\Actor_13\03-02-01-01-01-01-13_neutral.wav,neutral
942,speech_emotion/data/training\Actor_13\03-02-01-01-01-02-13_neutral.wav,neutral
943,speech_emotion/data/training\Actor_13\03-02-01-01-02-01-13_neutral.wav,neutral
944,speech_emotion/data/training\Actor_13\03-02-01-01-02-02-13_neutral.wav,neutral
945,speech_emotion/data/training\Actor_13\13_01_01_01_dogs-sitting_neutral.wav,neutral
946,speech_emotion/data/training\Actor_13\13_01_01_01_kids-talking_neutral.wav,neutral
947,speech_emotion/data/training\Actor_13\13_01_01_02_dogs-sitting_neutral.wav,neutral
948,speech_emotion/data/training\Actor_13\13_01_01_02_kids-talking_neutral.wav,neutral
949,speech_emotion/data/training\Actor_13\13_02_01_01_dogs-sitting_neutral.wav,neutral
950,speech_emotion/data/training\Actor_13\13_02_01_01_kids-talking_neutral.wav,neutral
951,speech_emotion/data/training\Actor_13\13_02_01_02_dogs-sitting_neutral.wav,neutral
952,speech_emotion/data/training\Actor_13\13_02_01_02_kids-talking_neutral.wav,neutral
953,speech_emotion/data/training\Actor_14\03-02-01-01-01-01-14_neutral.wav,neutral
954,speech_emotion/data/training\Actor_14\03-02-01-01-01-02-14_neutral.wav,neutral
955,speech_emotion/data/training\Actor_14\03-02-01-01-02-01-14_neutral.wav,neutral
956,speech_emotion/data/training\Actor_14\03-02-01-01-02-02-14_neutral.wav,neutral
957,speech_emotion/data/training\Actor_14\14_02_01_01_dogs-sitting_neutral.wav,neutral
958,speech_emotion/data/training\Actor_14\14_02_01_01_kids-talking_neutral.wav,neutral
959,speech_emotion/data/training\Actor_14\14_02_01_02_dogs-sitting_neutral.wav,neutral
960,speech_emotion/data/training\Actor_14\14_02_01_02_kids-talking_neutral.wav,neutral
961,speech_emotion/data/training\Actor_15\03-02-01-01-01-01-15_neutral.wav,neutral
962,speech_emotion/data/training\Actor_15\03-02-01-01-01-02-15_neutral.wav,neutral
963,speech_emotion/data/training\Actor_15\03-02-01-01-02-01-15_neutral.wav,neutral
964,speech_emotion/data/training\Actor_15\03-02-01-01-02-02-15_neutral.wav,neutral
965,speech_emotion/data/training\Actor_15\15_02_01_01_dogs-sitting_neutral.wav,neutral
966,speech_emotion/data/training\Actor_15\15_02_01_01_kids-talking_neutral.wav,neutral
967,speech_emotion/data/training\Actor_15\15_02_01_02_dogs-sitting_neutral.wav,neutral
968,speech_emotion/data/training\Actor_15\15_02_01_02_kids-talking_neutral.wav,neutral
969,speech_emotion/data/training\Actor_16\03-02-01-01-01-01-16_neutral.wav,neutral
970,speech_emotion/data/training\Actor_16\03-02-01-01-01-02-16_neutral.wav,neutral
971,speech_emotion/data/training\Actor_16\03-02-01-01-02-01-16_neutral.wav,neutral
972,speech_emotion/data/training\Actor_16\03-02-01-01-02-02-16_neutral.wav,neutral
973,speech_emotion/data/training\Actor_16\16_02_01_01_dogs-sitting_neutral.wav,neutral
974,speech_emotion/data/training\Actor_16\16_02_01_01_kids-talking_neutral.wav,neutral
975,speech_emotion/data/training\Actor_16\16_02_01_02_dogs-sitting_neutral.wav,neutral
976,speech_emotion/data/training\Actor_16\16_02_01_02_kids-talking_neutral.wav,neutral
977,speech_emotion/data/training\Actor_17\03-02-01-01-01-01-17_neutral.wav,neutral
978,speech_emotion/data/training\Actor_17\03-02-01-01-01-02-17_neutral.wav,neutral
979,speech_emotion/data/training\Actor_17\03-02-01-01-02-01-17_neutral.wav,neutral
980,speech_emotion/data/training\Actor_17\03-02-01-01-02-02-17_neutral.wav,neutral
981,speech_emotion/data/training\Actor_17\17_02_01_01_dogs-sitting_neutral.wav,neutral
982,speech_emotion/data/training\Actor_17\17_02_01_01_kids-talking_neutral.wav,neutral
983,speech_emotion/data/training\Actor_17\17_02_01_02_dogs-sitting_neutral.wav,neutral
984,speech_emotion/data/training\Actor_17\17_02_01_02_kids-talking_neutral.wav,neutral
985,speech_emotion/data/training\Actor_18\18_01_01_01_dogs-sitting_neutral.wav,neutral
986,speech_emotion/data/training\Actor_18\18_01_01_01_kids-talking_neutral.wav,neutral
987,speech_emotion/data/training\Actor_18\18_01_01_02_dogs-sitting_neutral.wav,neutral
988,speech_emotion/data/training\Actor_18\18_01_01_02_kids-talking_neutral.wav,neutral
989,speech_emotion/data/training\Actor_19\03-02-01-01-01-01-19_neutral.wav,neutral
990,speech_emotion/data/training\Actor_19\03-02-01-01-01-02-19_neutral.wav,neutral
991,speech_emotion/data/training\Actor_19\03-02-01-01-02-01-19_neutral.wav,neutral
992,speech_emotion/data/training\Actor_19\03-02-01-01-02-02-19_neutral.wav,neutral
993,speech_emotion/data/training\Actor_19\19_01_01_01_dogs-sitting_neutral.wav,neutral
994,speech_emotion/data/training\Actor_19\19_01_01_01_kids-talking_neutral.wav,neutral
995,speech_emotion/data/training\Actor_19\19_01_01_02_dogs-sitting_neutral.wav,neutral
996,speech_emotion/data/training\Actor_19\19_01_01_02_kids-talking_neutral.wav,neutral
997,speech_emotion/data/training\Actor_19\19_02_01_01_dogs-sitting_neutral.wav,neutral
998,speech_emotion/data/training\Actor_19\19_02_01_01_kids-talking_neutral.wav,neutral
999,speech_emotion/data/training\Actor_19\19_02_01_02_dogs-sitting_neutral.wav,neutral
1000,speech_emotion/data/training\Actor_19\19_02_01_02_kids-talking_neutral.wav,neutral
1001,speech_emotion/data/training\Actor_20\03-02-01-01-01-01-20_neutral.wav,neutral
1002,speech_emotion/data/training\Actor_20\03-02-01-01-01-02-20_neutral.wav,neutral
1003,speech_emotion/data/training\Actor_20\03-02-01-01-02-01-20_neutral.wav,neutral
1004,speech_emotion/data/training\Actor_20\03-02-01-01-02-02-20_neutral.wav,neutral
